Strategy,Future.ID,Year,Fuel,SpecifiedAnnualDemand
BAU,85,2039,E5TROELE,0.143736
BAU,85,2039,E5TROFOI,0.30272294
BAU,85,2039,E5TROGSL,31.744309899999998
BAU,85,2040,E5TRODSL,16.227063910000002
BAU,85,2040,E5TROELE,0.15635392
BAU,85,2040,E5TROFOI,0.3298
BAU,85,2040,E5TROGSL,32.3428598
BAU,85,2041,E5TRODSL,16.83169479
BAU,85,2041,E5TROELE,0.1692869
BAU,85,2041,E5TROFOI,0.3291
BAU,85,2041,E5TROGSL,33.1561863
BAU,85,2042,E5TRODSL,17.44735286
BAU,85,2042,E5TROELE,0.18251309999999998
BAU,85,2042,E5TROFOI,0.32803082
BAU,85,2042,E5TROGSL,33.971774599999996
BAU,85,2043,E5TRODSL,18.07907989
BAU,85,2043,E5TROELE,0.19569846
BAU,85,2043,E5TROFOI,0.3262043
BAU,85,2043,E5TROGSL,34.7881725
BAU,85,2044,E5TRODSL,18.72129867
BAU,85,2044,E5TROELE,0.2092072
BAU,85,2044,E5TROFOI,0.3239
BAU,85,2044,E5TROGSL,35.6082824
BAU,85,2045,E5TRODSL,19.37984931
BAU,85,2045,E5TROELE,0.22206251999999999
BAU,85,2045,E5TROFOI,0.32102401
BAU,85,2045,E5TROGSL,36.430399099999995
BAU,85,2046,E5TRODSL,20.10098731
BAU,85,2046,E5TROELE,0.23554171
BAU,85,2046,E5TROFOI,0.3184
BAU,85,2046,E5TROGSL,37.3363435
BAU,85,2047,E5TRODSL,20.84629796
BAU,85,2047,E5TROELE,0.24957265
BAU,85,2047,E5TROFOI,0.31527419
BAU,85,2047,E5TROGSL,38.244191099999995
BAU,85,2048,E5TRODSL,21.6097336
BAU,85,2048,E5TROELE,0.26368190999999996
BAU,85,2048,E5TROFOI,0.3113
BAU,85,2048,E5TROGSL,39.155139399999996
BAU,85,2049,E5TRODSL,22.390380330000003
BAU,85,2049,E5TROELE,0.2777948
BAU,85,2049,E5TROFOI,0.30670215
BAU,85,2049,E5TROGSL,40.0673251
BAU,85,2050,E5TRODSL,23.18559119
BAU,85,2050,E5TROELE,0.29221355
BAU,85,2050,E5TROFOI,0.30151004
BAU,85,2050,E5TROGSL,40.98366299999999
BAU,85,2051,E5TRODSL,23.92424179
BAU,85,2051,E5TROELE,0.29416273000000004
BAU,85,2051,E5TROFOI,0.30981756
BAU,85,2051,E5TROGSL,41.98951579999999
BAU,85,2052,E5TRODSL,24.68430371
BAU,85,2052,E5TROELE,0.29646998
BAU,85,2052,E5TROFOI,0.3183
BAU,85,2052,E5TROGSL,43.0201309
BAU,85,2053,E5TRODSL,25.468274100000002
BAU,85,2053,E5TROELE,0.29808830000000003
BAU,85,2053,E5TROFOI,0.327
BAU,85,2053,E5TROGSL,44.0738056
BAU,85,2054,E5TRODSL,26.2734658
BAU,85,2054,E5TROELE,0.30042208
BAU,85,2054,E5TROFOI,0.33593082
BAU,85,2054,E5TROGSL,45.1509807
BAU,85,2055,E5TRODSL,27.104243800000003
BAU,85,2055,E5TROELE,0.30244366
BAU,85,2055,E5TROFOI,0.34503871
BAU,85,2055,E5TROGSL,46.2553944
BAU,86,2021,E5TRODSL,9.32529533
BAU,86,2021,E5TROFOI,0.0144
BAU,86,2021,E5TROGSL,20.86653876
BAU,86,2022,E5TRODSL,10.088475489999999
BAU,86,2022,E5TROFOI,0.0156
BAU,86,2022,E5TROGSL,22.576075359999997
BAU,86,2023,E5TRODSL,10.558755300000001
BAU,86,2023,E5TROFOI,0.016303584
BAU,86,2023,E5TROGSL,23.62971588
BAU,86,2024,E5TRODSL,10.76274034
BAU,86,2024,E5TROFOI,0.01652509
BAU,86,2024,E5TROGSL,24.082653999999998
BAU,86,2025,E5TRODSL,10.97084808
BAU,86,2025,E5TROFOI,0.0169
BAU,86,2025,E5TROGSL,24.5492405
BAU,86,2026,E5TRODSL,11.1397026
BAU,86,2026,E5TROELE,0.0082476
BAU,86,2026,E5TROFOI,0.030513978
BAU,86,2026,E5TROGSL,24.9250765
BAU,86,2027,E5TRODSL,11.2710495
BAU,86,2027,E5TROELE,0.01612535
BAU,86,2027,E5TROFOI,0.058963441
BAU,86,2027,E5TROGSL,25.331027999999996
BAU,86,2028,E5TRODSL,11.47819568
BAU,86,2028,E5TROELE,0.02488849
BAU,86,2028,E5TROFOI,0.0739
BAU,86,2028,E5TROGSL,25.7479906
BAU,86,2029,E5TRODSL,11.682480320000002
BAU,86,2029,E5TROELE,0.03430825
BAU,86,2029,E5TROFOI,0.089429749
BAU,86,2029,E5TROGSL,26.1653642
BAU,86,2030,E5TRODSL,11.89538846
BAU,86,2030,E5TROELE,0.043683519999999997
BAU,86,2030,E5TROFOI,0.10554659
BAU,86,2030,E5TROGSL,26.570514600000003
BAU,86,2031,E5TRODSL,12.133417620000001
BAU,86,2031,E5TROELE,0.05570262000000001
BAU,86,2031,E5TROFOI,0.1223
BAU,86,2031,E5TROGSL,27.013959200000002
BAU,86,2032,E5TRODSL,12.36757422
BAU,86,2032,E5TROELE,0.06824158
BAU,86,2032,E5TROFOI,0.13983799
BAU,86,2032,E5TROGSL,27.4532039
BAU,86,2033,E5TRODSL,12.60299695
BAU,86,2033,E5TROELE,0.08128668
BAU,86,2033,E5TROFOI,0.1580853
BAU,86,2033,E5TROGSL,27.8891207
BAU,86,2034,E5TRODSL,12.83805582
BAU,86,2034,E5TROELE,0.09507857
BAU,86,2034,E5TROFOI,0.1768
BAU,86,2034,E5TROGSL,28.3207662
BAU,86,2035,E5TRODSL,13.07293313
BAU,86,2035,E5TROELE,0.10939003
BAU,86,2035,E5TROFOI,0.1963
BAU,86,2035,E5TROGSL,28.7500381
BAU,86,2036,E5TRODSL,13.36811757
BAU,86,2036,E5TROELE,0.12399788
BAU,86,2036,E5TROFOI,0.21720645
BAU,86,2036,E5TROGSL,29.2798582
BAU,86,2037,E5TRODSL,13.69247176
BAU,86,2037,E5TROELE,0.13962498
BAU,86,2037,E5TROFOI,0.239
BAU,86,2037,E5TROGSL,29.774747700000002
BAU,86,2038,E5TRODSL,13.97894977
BAU,86,2038,E5TROELE,0.15612312
BAU,86,2038,E5TROFOI,0.26154588
BAU,86,2038,E5TROGSL,30.302698499999998
BAU,86,2039,E5TRODSL,14.26509673
BAU,86,2039,E5TROELE,0.1728066
BAU,86,2039,E5TROFOI,0.2848
BAU,86,2039,E5TROGSL,30.8282022
BAU,86,2040,E5TRODSL,14.55061313
BAU,86,2040,E5TROELE,0.19062864
BAU,86,2040,E5TROFOI,0.3089
BAU,86,2040,E5TROGSL,31.348466799999997
BAU,86,2041,E5TRODSL,14.98122068
BAU,86,2041,E5TROELE,0.20924995
BAU,86,2041,E5TROFOI,0.3069
BAU,86,2041,E5TROGSL,32.0715565
BAU,86,2042,E5TRODSL,15.414223300000002
BAU,86,2042,E5TROELE,0.22864521000000002
BAU,86,2042,E5TROFOI,0.30456989
BAU,86,2042,E5TROGSL,32.794091300000005
BAU,86,2043,E5TRODSL,15.853382199999999
BAU,86,2043,E5TROELE,0.24927178
BAU,86,2043,E5TROFOI,0.30163082
BAU,86,2043,E5TROGSL,33.5163951
BAU,86,2044,E5TRODSL,16.29912035
BAU,86,2044,E5TROELE,0.26992138
BAU,86,2044,E5TROFOI,0.2981
BAU,86,2044,E5TROGSL,34.2380393
BAU,86,2045,E5TRODSL,16.74698588
BAU,86,2045,E5TROELE,0.2916782
BAU,86,2045,E5TROFOI,0.29432616
BAU,86,2045,E5TROGSL,34.959220200000004
BAU,86,2046,E5TRODSL,17.24555646
BAU,86,2046,E5TROELE,0.31380302000000004
BAU,86,2046,E5TROFOI,0.2907
BAU,86,2046,E5TROGSL,35.7614824
BAU,86,2047,E5TRODSL,17.75795475
BAU,86,2047,E5TROELE,0.33742564
BAU,86,2047,E5TROFOI,0.28650108
BAU,86,2047,E5TROGSL,36.5614487
BAU,86,2048,E5TRODSL,18.278617840000003
BAU,86,2048,E5TROELE,0.36245634
BAU,86,2048,E5TROFOI,0.2818
BAU,86,2048,E5TROGSL,37.3614778
BAU,86,2049,E5TRODSL,18.80687064
BAU,86,2049,E5TROELE,0.38747681
BAU,86,2049,E5TROFOI,0.2765
BAU,86,2049,E5TROGSL,38.1611798
BAU,86,2050,E5TRODSL,19.33814924
BAU,86,2050,E5TROELE,0.41429911
BAU,86,2050,E5TROFOI,0.2708129
BAU,86,2050,E5TROGSL,38.960827
BAU,86,2051,E5TRODSL,19.81746327
BAU,86,2051,E5TROELE,0.42412853
BAU,86,2051,E5TROFOI,0.2771
BAU,86,2051,E5TROGSL,39.8505942
BAU,86,2052,E5TRODSL,20.307718819999998
BAU,86,2052,E5TROELE,0.43413208
BAU,86,2052,E5TROFOI,0.2835
BAU,86,2052,E5TROGSL,40.758918699999995
BAU,86,2053,E5TRODSL,20.8109134
BAU,86,2053,E5TROELE,0.44393108000000003
BAU,86,2053,E5TROFOI,0.2901
BAU,86,2053,E5TROGSL,41.6880367
BAU,86,2054,E5TRODSL,21.32439959
BAU,86,2054,E5TROELE,0.4543952
BAU,86,2054,E5TROFOI,0.29685448
BAU,86,2054,E5TROGSL,42.638399299999996
BAU,86,2055,E5TRODSL,21.85205161
BAU,86,2055,E5TROELE,0.46546352999999996
BAU,86,2055,E5TROFOI,0.3037
BAU,86,2055,E5TROGSL,43.6111137
BAU,87,2021,E5TRODSL,9.32529533
BAU,87,2021,E5TROFOI,0.0144
BAU,87,2021,E5TROGSL,20.86653876
BAU,87,2022,E5TRODSL,10.088475489999999
BAU,87,2022,E5TROFOI,0.0156
BAU,87,2022,E5TROGSL,22.576075359999997
BAU,87,2023,E5TRODSL,10.558755300000001
BAU,87,2023,E5TROFOI,0.016303584
BAU,87,2023,E5TROGSL,23.62971588
BAU,87,2024,E5TRODSL,10.76274034
BAU,87,2024,E5TROFOI,0.01652509
BAU,87,2024,E5TROGSL,24.082653999999998
BAU,87,2025,E5TRODSL,10.97084808
BAU,87,2025,E5TROFOI,0.0169
BAU,87,2025,E5TROGSL,24.5492405
BAU,87,2026,E5TRODSL,11.1397026
BAU,87,2026,E5TROELE,0.0082476
BAU,87,2026,E5TROFOI,0.030513978
BAU,87,2026,E5TROGSL,24.9250765
BAU,87,2027,E5TRODSL,11.183631700000001
BAU,87,2027,E5TROELE,0.01603653
BAU,87,2027,E5TROFOI,0.05875448
BAU,87,2027,E5TROGSL,25.2192843
BAU,87,2028,E5TRODSL,11.30010349
BAU,87,2028,E5TROELE,0.02465904
BAU,87,2028,E5TROFOI,0.0734
BAU,87,2028,E5TROGSL,25.5220064
BAU,87,2029,E5TRODSL,11.41111078
BAU,87,2029,E5TROELE,0.033789940000000004
BAU,87,2029,E5TROFOI,0.088538351
BAU,87,2029,E5TROGSL,25.8218059
BAU,87,2030,E5TRODSL,11.527710540000001
BAU,87,2030,E5TROELE,0.04282309
BAU,87,2030,E5TROFOI,0.104
BAU,87,2030,E5TROGSL,26.1091282
BAU,87,2031,E5TRODSL,11.66567715
BAU,87,2031,E5TROELE,0.05439291
BAU,87,2031,E5TROFOI,0.1202
BAU,87,2031,E5TROGSL,26.4291499
BAU,87,2032,E5TRODSL,11.800319040000002
BAU,87,2032,E5TROELE,0.06624733
BAU,87,2032,E5TROFOI,0.137
BAU,87,2032,E5TROGSL,26.740894
BAU,87,2033,E5TRODSL,11.93206649
BAU,87,2033,E5TROELE,0.07851752000000001
BAU,87,2033,E5TROFOI,0.15437384
BAU,87,2033,E5TROGSL,27.045627
BAU,87,2034,E5TRODSL,12.06011724
BAU,87,2034,E5TROELE,0.0913821
BAU,87,2034,E5TROFOI,0.17213082
BAU,87,2034,E5TROGSL,27.3453548
BAU,87,2035,E5TRODSL,12.18725701
BAU,87,2035,E5TROELE,0.10465343999999999
BAU,87,2035,E5TROFOI,0.19040717
BAU,87,2035,E5TROGSL,27.636343000000004
BAU,87,2036,E5TRODSL,12.37256332
BAU,87,2036,E5TROELE,0.1180857
BAU,87,2036,E5TROFOI,0.21
BAU,87,2036,E5TROGSL,28.0174294
BAU,87,2037,E5TRODSL,12.57293652
BAU,87,2037,E5TROELE,0.13227008
BAU,87,2037,E5TROFOI,0.23020645
BAU,87,2037,E5TROGSL,28.3708222
BAU,87,2038,E5TRODSL,12.73895648
BAU,87,2038,E5TROELE,0.14725168
BAU,87,2038,E5TROFOI,0.25108065
BAU,87,2038,E5TROGSL,28.747195400000003
BAU,87,2039,E5TRODSL,12.90309084
BAU,87,2039,E5TROELE,0.16209937
BAU,87,2039,E5TROFOI,0.2724
BAU,87,2039,E5TROGSL,29.116903599999997
BAU,87,2040,E5TRODSL,13.06129855
BAU,87,2040,E5TROELE,0.17794248000000001
BAU,87,2040,E5TROFOI,0.2946
BAU,87,2040,E5TROGSL,29.4780208
BAU,87,2041,E5TRODSL,13.34221161
BAU,87,2041,E5TROELE,0.19493674
BAU,87,2041,E5TROFOI,0.2916
BAU,87,2041,E5TROGSL,30.023413700000003
BAU,87,2042,E5TRODSL,13.621101699999999
BAU,87,2042,E5TROELE,0.21201184
BAU,87,2042,E5TROFOI,0.28842043
BAU,87,2042,E5TROGSL,30.5618749
BAU,87,2043,E5TRODSL,13.900460429999999
BAU,87,2043,E5TROELE,0.22991388000000001
BAU,87,2043,E5TROFOI,0.2847
BAU,87,2043,E5TROGSL,31.0944382
BAU,87,2044,E5TRODSL,14.176772979999999
BAU,87,2044,E5TROELE,0.24774469999999998
BAU,87,2044,E5TROFOI,0.2805
BAU,87,2044,E5TROGSL,31.622081299999998
BAU,87,2045,E5TRODSL,14.454313919999999
BAU,87,2045,E5TROELE,0.26630016
BAU,87,2045,E5TROFOI,0.27593118
BAU,87,2045,E5TROGSL,32.141855500000005
BAU,87,2046,E5TRODSL,14.76772751
BAU,87,2046,E5TROELE,0.28512698999999997
BAU,87,2046,E5TROFOI,0.2716
BAU,87,2046,E5TROGSL,32.7289568
BAU,87,2047,E5TRODSL,15.08741079
BAU,87,2047,E5TROELE,0.30550921
BAU,87,2047,E5TROFOI,0.26687097
BAU,87,2047,E5TROGSL,33.3101406
BAU,87,2048,E5TRODSL,15.40944198
BAU,87,2048,E5TROELE,0.32642194
BAU,87,2048,E5TROFOI,0.2615
BAU,87,2048,E5TROGSL,33.8840857
BAU,87,2049,E5TRODSL,15.73077409
BAU,87,2049,E5TROELE,0.34724943
BAU,87,2049,E5TROFOI,0.2558
BAU,87,2049,E5TROGSL,34.4521263
BAU,87,2050,E5TRODSL,16.049511889999998
BAU,87,2050,E5TROELE,0.36930032
BAU,87,2050,E5TROFOI,0.2496
BAU,87,2050,E5TROGSL,35.013803
BAU,87,2051,E5TRODSL,16.318658069999998
BAU,87,2051,E5TROELE,0.37623751
BAU,87,2051,E5TROFOI,0.25462043
BAU,87,2051,E5TROGSL,35.6501401
BAU,87,2052,E5TRODSL,16.59199012
BAU,87,2052,E5TROELE,0.38328044
BAU,87,2052,E5TROFOI,0.2596
BAU,87,2052,E5TROGSL,36.2969125
BAU,87,2053,E5TRODSL,16.87001829
BAU,87,2053,E5TROELE,0.38988491000000003
BAU,87,2053,E5TROFOI,0.2648
BAU,87,2053,E5TROGSL,36.9569322
BAU,87,2054,E5TRODSL,17.1525346
BAU,87,2054,E5TROELE,0.3970802
BAU,87,2054,E5TROFOI,0.2700043
BAU,87,2054,E5TROGSL,37.626948299999995
BAU,87,2055,E5TRODSL,17.43805517
BAU,87,2055,E5TROELE,0.40466718999999995
BAU,87,2055,E5TROFOI,0.2754
BAU,87,2055,E5TROGSL,38.309741
BAU,88,2021,E5TRODSL,9.310182730000001
BAU,88,2021,E5TROFOI,0.0144
BAU,88,2021,E5TROGSL,20.88210376
BAU,88,2022,E5TRODSL,10.088475489999999
BAU,88,2022,E5TROFOI,0.0156
BAU,88,2022,E5TROGSL,22.576075359999997
BAU,88,2023,E5TRODSL,10.558755300000001
BAU,88,2023,E5TROFOI,0.016303584
BAU,88,2023,E5TROGSL,23.62971588
BAU,88,2024,E5TRODSL,10.762740440000002
BAU,88,2024,E5TROFOI,0.01652509
BAU,88,2024,E5TROGSL,24.082653999999998
BAU,88,2025,E5TRODSL,10.97084808
BAU,88,2025,E5TROFOI,0.0169
BAU,88,2025,E5TROGSL,24.5492405
BAU,88,2026,E5TRODSL,11.1397026
BAU,88,2026,E5TROELE,0.0082476
BAU,88,2026,E5TROFOI,0.030513978
BAU,88,2026,E5TROGSL,24.9250765
BAU,88,2027,E5TRODSL,11.216168060000001
BAU,88,2027,E5TROELE,0.01615453
BAU,88,2027,E5TROFOI,0.058566308
BAU,88,2027,E5TROGSL,25.300528
BAU,88,2028,E5TRODSL,11.366741560000001
BAU,88,2028,E5TROELE,0.025020749999999998
BAU,88,2028,E5TROFOI,0.0729
BAU,88,2028,E5TROGSL,25.686501099999997
BAU,88,2029,E5TRODSL,11.52171586
BAU,88,2029,E5TROELE,0.034430539999999996
BAU,88,2029,E5TROFOI,0.0876
BAU,88,2029,E5TROGSL,26.0604348
BAU,88,2030,E5TRODSL,11.677911199999999
BAU,88,2030,E5TROELE,0.043944899999999995
BAU,88,2030,E5TROFOI,0.1026
BAU,88,2030,E5TROGSL,26.427588899999996
BAU,88,2031,E5TRODSL,11.85548693
BAU,88,2031,E5TROELE,0.05615199
BAU,88,2031,E5TROFOI,0.1181
BAU,88,2031,E5TROGSL,26.8319712
BAU,88,2032,E5TRODSL,12.029138280000002
BAU,88,2032,E5TROELE,0.0689475
BAU,88,2032,E5TROFOI,0.1341
BAU,88,2032,E5TROGSL,27.2295679
BAU,88,2033,E5TRODSL,12.20290396
BAU,88,2033,E5TROELE,0.08152089
BAU,88,2033,E5TROFOI,0.15048244
BAU,88,2033,E5TROGSL,27.6216656
BAU,88,2034,E5TRODSL,12.3728909
BAU,88,2034,E5TROELE,0.09556239999999999
BAU,88,2034,E5TROFOI,0.1671
BAU,88,2034,E5TROGSL,28.010563599999998
BAU,88,2035,E5TRODSL,12.5410738
BAU,88,2035,E5TROELE,0.11016203999999999
BAU,88,2035,E5TROFOI,0.1842
BAU,88,2035,E5TROGSL,28.3923269
BAU,88,2036,E5TRODSL,12.755696890000001
BAU,88,2036,E5TROELE,0.12529055
BAU,88,2036,E5TROFOI,0.2024
BAU,88,2036,E5TROGSL,28.8803857
BAU,88,2037,E5TRODSL,13.01667235
BAU,88,2037,E5TROELE,0.14072902
BAU,88,2037,E5TROFOI,0.2211
BAU,88,2037,E5TROGSL,29.3153555
BAU,88,2038,E5TRODSL,13.226490329999999
BAU,88,2038,E5TROELE,0.15768870000000001
BAU,88,2038,E5TROFOI,0.2402
BAU,88,2038,E5TROGSL,29.7905519
BAU,88,2039,E5TRODSL,13.43570313
BAU,88,2039,E5TROELE,0.17475207
BAU,88,2039,E5TROFOI,0.2597
BAU,88,2039,E5TROGSL,30.2601455
BAU,88,2040,E5TRODSL,13.64169401
BAU,88,2040,E5TROELE,0.19258225
BAU,88,2040,E5TROFOI,0.2797
BAU,88,2040,E5TROGSL,30.721524
BAU,88,2041,E5TRODSL,13.976420209999999
BAU,88,2041,E5TROELE,0.21171451
BAU,88,2041,E5TROFOI,0.2758
BAU,88,2041,E5TROGSL,31.378090099999998
BAU,88,2042,E5TRODSL,14.30908005
BAU,88,2042,E5TROELE,0.23132
BAU,88,2042,E5TROFOI,0.27176272
BAU,88,2042,E5TROGSL,32.0320131
BAU,88,2043,E5TRODSL,14.64402357
BAU,88,2043,E5TROELE,0.25263009999999997
BAU,88,2043,E5TROFOI,0.26713477
BAU,88,2043,E5TROGSL,32.681407899999996
BAU,88,2044,E5TRODSL,14.97906977
BAU,88,2044,E5TROELE,0.27336689999999997
BAU,88,2044,E5TROFOI,0.2622
BAU,88,2044,E5TROGSL,33.3280854
BAU,88,2045,E5TRODSL,15.31479501
BAU,88,2045,E5TROELE,0.29520113000000003
BAU,88,2045,E5TROFOI,0.25693333
BAU,88,2045,E5TROGSL,33.9712203
BAU,88,2046,E5TRODSL,15.690579549999999
BAU,88,2046,E5TROELE,0.3182174
BAU,88,2046,E5TROFOI,0.2518
BAU,88,2046,E5TROGSL,34.686399200000004
BAU,88,2047,E5TRODSL,16.07551015
BAU,88,2047,E5TROELE,0.34219267
BAU,88,2047,E5TROFOI,0.2464
BAU,88,2047,E5TROGSL,35.3983255
BAU,88,2048,E5TRODSL,16.4618475
BAU,88,2048,E5TROELE,0.3679141
BAU,88,2048,E5TROFOI,0.24061685
BAU,88,2048,E5TROGSL,36.1071538
BAU,88,2049,E5TRODSL,16.85091538
BAU,88,2049,E5TROELE,0.39330849
BAU,88,2049,E5TROFOI,0.2343
BAU,88,2049,E5TROGSL,36.8102848
BAU,88,2050,E5TRODSL,17.23954653
BAU,88,2050,E5TROELE,0.4200924
BAU,88,2050,E5TROFOI,0.2277
BAU,88,2050,E5TROGSL,37.5102476
BAU,88,2051,E5TRODSL,17.574389529999998
BAU,88,2051,E5TROELE,0.42979294
BAU,88,2051,E5TROFOI,0.23134767
BAU,88,2051,E5TROGSL,38.2951568
BAU,88,2052,E5TRODSL,17.91616569
BAU,88,2052,E5TROELE,0.43973475
BAU,88,2052,E5TROFOI,0.2349
BAU,88,2052,E5TROGSL,39.0940514
BAU,88,2053,E5TRODSL,18.26323438
BAU,88,2053,E5TROELE,0.44997507
BAU,88,2053,E5TROFOI,0.2386
BAU,88,2053,E5TROGSL,39.9084079
BAU,88,2054,E5TRODSL,18.61477626
BAU,88,2054,E5TROELE,0.4603279
BAU,88,2054,E5TROFOI,0.24235197
BAU,88,2054,E5TROGSL,40.740361899999996
BAU,88,2055,E5TRODSL,18.97531246
BAU,88,2055,E5TROELE,0.47131911
BAU,88,2055,E5TROFOI,0.24600072
BAU,88,2055,E5TROGSL,41.587771700000005
BAU,89,2021,E5TRODSL,9.32529533
BAU,89,2021,E5TROFOI,0.0144
BAU,89,2021,E5TROGSL,20.86653876
BAU,89,2022,E5TRODSL,10.088475489999999
BAU,89,2022,E5TROFOI,0.0156
BAU,89,2022,E5TROGSL,22.576075359999997
BAU,89,2023,E5TRODSL,10.558755300000001
BAU,89,2023,E5TROFOI,0.016303584
BAU,89,2023,E5TROGSL,23.62971588
BAU,89,2024,E5TRODSL,10.762740440000002
BAU,89,2024,E5TROFOI,0.01652509
BAU,89,2024,E5TROGSL,24.082653999999998
BAU,89,2025,E5TRODSL,10.97084808
BAU,89,2025,E5TROFOI,0.0169
BAU,89,2025,E5TROGSL,24.5492405
BAU,89,2026,E5TRODSL,11.1397026
BAU,89,2026,E5TROELE,0.0082476
BAU,89,2026,E5TROFOI,0.030513978
BAU,89,2026,E5TROGSL,24.9250765
BAU,89,2027,E5TRODSL,11.18516941
BAU,89,2027,E5TROELE,0.01587818
BAU,89,2027,E5TROFOI,0.059073477
BAU,89,2027,E5TROGSL,25.100074799999998
BAU,89,2028,E5TRODSL,11.3035343
BAU,89,2028,E5TROELE,0.02413202
BAU,89,2028,E5TROFOI,0.0741
BAU,89,2028,E5TROGSL,25.280276
BAU,89,2029,E5TRODSL,11.41720675
BAU,89,2029,E5TROELE,0.03270719
BAU,89,2029,E5TROFOI,0.0897
BAU,89,2029,E5TROGSL,25.452490400000002
BAU,89,2030,E5TRODSL,11.534389350000001
BAU,89,2030,E5TROELE,0.04093662
BAU,89,2030,E5TROFOI,0.10606308
BAU,89,2030,E5TROGSL,25.606448699999998
BAU,89,2031,E5TRODSL,11.67337598
BAU,89,2031,E5TROELE,0.05138757
BAU,89,2031,E5TROFOI,0.1231
BAU,89,2031,E5TROGSL,25.7907955
BAU,89,2032,E5TRODSL,11.805202940000001
BAU,89,2032,E5TROELE,0.06190134
BAU,89,2032,E5TROFOI,0.14091971
BAU,89,2032,E5TROGSL,25.965907899999998
BAU,89,2033,E5TRODSL,11.93567735
BAU,89,2033,E5TROELE,0.07252922
BAU,89,2033,E5TROFOI,0.15940717
BAU,89,2033,E5TROGSL,26.1296523
BAU,89,2034,E5TRODSL,12.05981096
BAU,89,2034,E5TROELE,0.08331508
BAU,89,2034,E5TROFOI,0.17850072
BAU,89,2034,E5TROGSL,26.2846923
BAU,89,2035,E5TRODSL,12.18190937
BAU,89,2035,E5TROELE,0.09420665
BAU,89,2035,E5TROFOI,0.19840932
BAU,89,2035,E5TROGSL,26.4283332
BAU,89,2036,E5TRODSL,12.35097918
BAU,89,2036,E5TROELE,0.10499708
BAU,89,2036,E5TROFOI,0.2199
BAU,89,2036,E5TROGSL,26.6619052
BAU,89,2037,E5TRODSL,12.550865029999999
BAU,89,2037,E5TROELE,0.11617575999999999
BAU,89,2037,E5TROFOI,0.24210538
BAU,89,2037,E5TROGSL,26.8488367
BAU,89,2038,E5TRODSL,12.7070398
BAU,89,2038,E5TROELE,0.12768696
BAU,89,2038,E5TROFOI,0.2653
BAU,89,2038,E5TROGSL,27.0610279
BAU,89,2039,E5TRODSL,12.859603459999999
BAU,89,2039,E5TROELE,0.13822059
BAU,89,2039,E5TROFOI,0.28922294
BAU,89,2039,E5TROGSL,27.263118999999996
BAU,89,2040,E5TRODSL,13.00641014
BAU,89,2040,E5TROELE,0.14977804
BAU,89,2040,E5TROFOI,0.31411254
BAU,89,2040,E5TROGSL,27.4523957
BAU,89,2041,E5TRODSL,13.27965657
BAU,89,2041,E5TROELE,0.16147436
BAU,89,2041,E5TROFOI,0.3124
BAU,89,2041,E5TROGSL,27.8112722
BAU,89,2042,E5TRODSL,13.54872793
BAU,89,2042,E5TROELE,0.17322256
BAU,89,2042,E5TROFOI,0.31030502
BAU,89,2042,E5TROGSL,28.1584614
BAU,89,2043,E5TRODSL,13.817379449999999
BAU,89,2043,E5TROELE,0.18537397
BAU,89,2043,E5TROFOI,0.3077
BAU,89,2043,E5TROGSL,28.4931128
BAU,89,2044,E5TRODSL,14.08377033
BAU,89,2044,E5TROELE,0.19695427
BAU,89,2044,E5TROFOI,0.3045
BAU,89,2044,E5TROGSL,28.817224599999996
BAU,89,2045,E5TRODSL,14.34768413
BAU,89,2045,E5TROELE,0.20879195
BAU,89,2045,E5TROFOI,0.30090179
BAU,89,2045,E5TROGSL,29.1310124
BAU,89,2046,E5TRODSL,14.647209
BAU,89,2046,E5TROELE,0.21986058
BAU,89,2046,E5TROFOI,0.2975
BAU,89,2046,E5TROGSL,29.4984713
BAU,89,2047,E5TRODSL,14.95049036
BAU,89,2047,E5TROELE,0.23210703
BAU,89,2047,E5TROFOI,0.29365591
BAU,89,2047,E5TROGSL,29.8543362
BAU,89,2048,E5TRODSL,15.25387371
BAU,89,2048,E5TROELE,0.24433939999999998
BAU,89,2048,E5TROFOI,0.28913477
BAU,89,2048,E5TROGSL,30.197023100000003
BAU,89,2049,E5TRODSL,15.55636419
BAU,89,2049,E5TROELE,0.25592466
BAU,89,2049,E5TROFOI,0.284
BAU,89,2049,E5TROGSL,30.5292568
BAU,89,2050,E5TRODSL,15.85465819
BAU,89,2050,E5TROELE,0.26758192999999997
BAU,89,2050,E5TROFOI,0.2784
BAU,89,2050,E5TROGSL,30.8492108
BAU,89,2051,E5TRODSL,16.10074422
BAU,89,2051,E5TROELE,0.26820077
BAU,89,2051,E5TROFOI,0.28527168
BAU,89,2051,E5TROGSL,31.224957200000002
BAU,89,2052,E5TRODSL,16.34982777
BAU,89,2052,E5TROELE,0.26871705
BAU,89,2052,E5TROFOI,0.2921
BAU,89,2052,E5TROGSL,31.604008800000003
BAU,89,2053,E5TRODSL,16.60257073
BAU,89,2053,E5TROELE,0.26875508000000004
BAU,89,2053,E5TROFOI,0.2992
BAU,89,2053,E5TROGSL,31.9867541
BAU,89,2054,E5TRODSL,16.8560409
BAU,89,2054,E5TROELE,0.26906957
BAU,89,2054,E5TROFOI,0.3065129
BAU,89,2054,E5TROGSL,32.3699227
BAU,89,2055,E5TRODSL,17.11328375
BAU,89,2055,E5TROELE,0.26905571
