Strategy,Future.ID,Technology,Year,UseByTechnology
BAU,32,T4DSL_PUB,2035,0.61193687
BAU,32,T4DSL_PUB,2036,0.61985092
BAU,32,T4DSL_PUB,2037,0.62779746
BAU,32,T4DSL_PUB,2038,0.63541523
BAU,32,T4DSL_PUB,2039,0.64274329
BAU,32,T4DSL_PUB,2040,0.64983577
BAU,32,T4DSL_PUB,2041,0.65765756
BAU,32,T4DSL_PUB,2042,0.66402686
BAU,32,T4DSL_PUB,2043,0.67106319
BAU,32,T4DSL_PUB,2044,0.67723692
BAU,32,T4DSL_PUB,2045,0.68276621
BAU,32,T4DSL_PUB,2046,0.69238805
BAU,32,T4DSL_PUB,2047,0.70291421
BAU,32,T4DSL_PUB,2048,0.71501084
BAU,32,T4DSL_PUB,2049,0.72690863
BAU,32,T4DSL_PUB,2050,0.73743495
BAU,32,T4DSL_PUB,2051,0.74901711
BAU,32,T4DSL_PUB,2052,0.7592403
BAU,32,T4DSL_PUB,2053,0.77044526
BAU,32,T4DSL_PUB,2054,0.78083068
BAU,32,T4DSL_PUB,2055,0.79155825
BAU,32,T4ELE_PRI,2026,0.005796
BAU,32,T4ELE_PRI,2027,0.01157231
BAU,32,T4ELE_PRI,2028,0.01754268
BAU,32,T4ELE_PRI,2029,0.02355918
BAU,32,T4ELE_PRI,2030,0.02961298
BAU,32,T4ELE_PRI,2031,0.03734279
BAU,32,T4ELE_PRI,2032,0.04526126
BAU,32,T4ELE_PRI,2033,0.0534076
BAU,32,T4ELE_PRI,2034,0.06154049
BAU,32,T4ELE_PRI,2035,0.06963682
BAU,32,T4ELE_PRI,2036,0.07831951
BAU,32,T4ELE_PRI,2037,0.0870291
BAU,32,T4ELE_PRI,2038,0.09588928
BAU,32,T4ELE_PRI,2039,0.104873
BAU,32,T4ELE_PRI,2040,0.11402605
BAU,32,T4ELE_PRI,2041,0.1235204
BAU,32,T4ELE_PRI,2042,0.13334909
BAU,32,T4ELE_PRI,2043,0.14321181
BAU,32,T4ELE_PRI,2044,0.15309789
BAU,32,T4ELE_PRI,2045,0.16320411
BAU,32,T4ELE_PRI,2046,0.17348156
BAU,32,T4ELE_PRI,2047,0.18407228
BAU,32,T4ELE_PRI,2048,0.19473168
BAU,32,T4ELE_PRI,2049,0.20562058
BAU,32,T4ELE_PRI,2050,0.2164096
BAU,32,T4ELE_PRI,2051,0.21827266
BAU,32,T4ELE_PRI,2052,0.22018352
BAU,32,T4ELE_PRI,2053,0.22202149
BAU,32,T4ELE_PRI,2054,0.22388982
BAU,32,T4ELE_PRI,2055,0.22569833
BAU,32,T4ELE_PUB,2026,0.0024516
BAU,32,T4ELE_PUB,2027,0.00436297
BAU,32,T4ELE_PUB,2028,0.00676993
BAU,32,T4ELE_PUB,2029,0.00955522
BAU,32,T4ELE_PUB,2030,0.01194404
BAU,32,T4ELE_PUB,2031,0.01506686
BAU,32,T4ELE_PUB,2032,0.01816746
BAU,32,T4ELE_PUB,2033,0.02120463
BAU,32,T4ELE_PUB,2034,0.02465746
BAU,32,T4ELE_PUB,2035,0.02817407
BAU,32,T4ELE_PUB,2036,0.03115908
BAU,32,T4ELE_PUB,2037,0.03467264
BAU,32,T4ELE_PUB,2038,0.03853714
BAU,32,T4ELE_PUB,2039,0.04192822
BAU,32,T4ELE_PUB,2040,0.04578343
BAU,32,T4ELE_PUB,2041,0.04909488
BAU,32,T4ELE_PUB,2042,0.052952
BAU,32,T4ELE_PUB,2043,0.05720239
BAU,32,T4ELE_PUB,2044,0.06096402
BAU,32,T4ELE_PUB,2045,0.06503217
BAU,32,T4ELE_PUB,2046,0.06876343
BAU,32,T4ELE_PUB,2047,0.07318752
BAU,32,T4ELE_PUB,2048,0.07727483
BAU,32,T4ELE_PUB,2049,0.08125993
BAU,32,T4ELE_PUB,2050,0.08595204
BAU,32,T4ELE_PUB,2051,0.08682817
BAU,32,T4ELE_PUB,2052,0.08770149
BAU,32,T4ELE_PUB,2053,0.08773306
BAU,32,T4ELE_PUB,2054,0.08854639
BAU,32,T4ELE_PUB,2055,0.08961828
BAU,32,T4FOI_HEA,2021,0.0144
BAU,32,T4FOI_HEA,2022,0.0156
BAU,32,T4FOI_HEA,2023,0.016303584
BAU,32,T4FOI_HEA,2024,0.01652509
BAU,32,T4FOI_HEA,2025,0.0169
BAU,32,T4FOI_HEA,2026,0.030513978
BAU,32,T4FOI_HEA,2027,0.058735484
BAU,32,T4FOI_HEA,2028,0.0735
BAU,32,T4FOI_HEA,2029,0.0886
BAU,32,T4FOI_HEA,2030,0.1042491
BAU,32,T4FOI_HEA,2031,0.1205
BAU,32,T4FOI_HEA,2032,0.13743441
BAU,32,T4FOI_HEA,2033,0.15480538
BAU,32,T4FOI_HEA,2034,0.17272258
BAU,32,T4FOI_HEA,2035,0.19120394
BAU,32,T4FOI_HEA,2036,0.21090717
BAU,32,T4FOI_HEA,2037,0.2314
BAU,32,T4FOI_HEA,2038,0.25256129
BAU,32,T4FOI_HEA,2039,0.27411219
BAU,32,T4FOI_HEA,2040,0.29650036
BAU,32,T4FOI_HEA,2041,0.2937
BAU,32,T4FOI_HEA,2042,0.29056201
BAU,32,T4FOI_HEA,2043,0.28700323
BAU,32,T4FOI_HEA,2044,0.2829
BAU,32,T4FOI_HEA,2045,0.2784
BAU,32,T4FOI_HEA,2046,0.2742
BAU,32,T4FOI_HEA,2047,0.26952258
BAU,32,T4FOI_HEA,2048,0.2643276
BAU,32,T4FOI_HEA,2049,0.2586
BAU,32,T4FOI_HEA,2050,0.25252258
BAU,32,T4FOI_HEA,2051,0.25761613
BAU,32,T4FOI_HEA,2052,0.2629
BAU,32,T4FOI_HEA,2053,0.2682
BAU,32,T4FOI_HEA,2054,0.27374946
BAU,32,T4FOI_HEA,2055,0.27924982
BAU,32,T4GSL_LIG,2021,0.87163296
BAU,32,T4GSL_LIG,2022,0.94326176
BAU,32,T4GSL_LIG,2023,0.98758208
BAU,32,T4GSL_LIG,2024,1.005937
BAU,32,T4GSL_LIG,2025,1.0256349
BAU,32,T4GSL_LIG,2026,1.0314547
BAU,32,T4GSL_LIG,2027,1.0197141
BAU,32,T4GSL_LIG,2028,1.0177842
BAU,32,T4GSL_LIG,2029,1.014912
BAU,32,T4GSL_LIG,2030,1.0124722
BAU,32,T4GSL_LIG,2031,1.0108704
BAU,32,T4GSL_LIG,2032,1.0087922
BAU,32,T4GSL_LIG,2033,1.0057906
BAU,32,T4GSL_LIG,2034,1.0023551
BAU,32,T4GSL_LIG,2035,0.99846945
BAU,32,T4GSL_LIG,2036,0.9979548
BAU,32,T4GSL_LIG,2037,0.99654005
BAU,32,T4GSL_LIG,2038,0.99421581
BAU,32,T4GSL_LIG,2039,0.9914604
BAU,32,T4GSL_LIG,2040,0.98784315
BAU,32,T4GSL_LIG,2041,1.0183814
BAU,32,T4GSL_LIG,2042,1.0492922
BAU,32,T4GSL_LIG,2043,1.0802045
BAU,32,T4GSL_LIG,2044,1.1114911
BAU,32,T4GSL_LIG,2045,1.1431377
BAU,32,T4GSL_LIG,2046,1.1766997
BAU,32,T4GSL_LIG,2047,1.2109997
BAU,32,T4GSL_LIG,2048,1.2448025
BAU,32,T4GSL_LIG,2049,1.2792863
BAU,32,T4GSL_LIG,2050,1.3140391
BAU,32,T4GSL_LIG,2051,1.3327213
BAU,32,T4GSL_LIG,2052,1.3511074
BAU,32,T4GSL_LIG,2053,1.3703129
BAU,32,T4GSL_LIG,2054,1.3891743
BAU,32,T4GSL_LIG,2055,1.4084109
BAU,32,T4GSL_PRI,2021,17.131592
BAU,32,T4GSL_PRI,2022,18.534601
BAU,32,T4GSL_PRI,2023,19.399787
BAU,32,T4GSL_PRI,2024,19.771476
BAU,32,T4GSL_PRI,2025,20.154526
BAU,32,T4GSL_PRI,2026,20.466993
BAU,32,T4GSL_PRI,2027,20.656456
BAU,32,T4GSL_PRI,2028,20.840135
BAU,32,T4GSL_PRI,2029,21.017804
BAU,32,T4GSL_PRI,2030,21.181881
BAU,32,T4GSL_PRI,2031,21.370878
BAU,32,T4GSL_PRI,2032,21.552247
BAU,32,T4GSL_PRI,2033,21.725162
BAU,32,T4GSL_PRI,2034,21.891288
BAU,32,T4GSL_PRI,2035,22.051395
BAU,32,T4GSL_PRI,2036,22.284262
BAU,32,T4GSL_PRI,2037,22.475031
BAU,32,T4GSL_PRI,2038,22.696008
BAU,32,T4GSL_PRI,2039,22.908156
BAU,32,T4GSL_PRI,2040,23.111148
BAU,32,T4GSL_PRI,2041,23.438356
BAU,32,T4GSL_PRI,2042,23.756166
BAU,32,T4GSL_PRI,2043,24.066516
BAU,32,T4GSL_PRI,2044,24.368547
BAU,32,T4GSL_PRI,2045,24.660743
BAU,32,T4GSL_PRI,2046,25.001533
BAU,32,T4GSL_PRI,2047,25.333105
BAU,32,T4GSL_PRI,2048,25.65543
BAU,32,T4GSL_PRI,2049,25.967962
BAU,32,T4GSL_PRI,2050,26.271597
BAU,32,T4GSL_PRI,2051,26.644521
BAU,32,T4GSL_PRI,2052,27.02264
BAU,32,T4GSL_PRI,2053,27.404625
BAU,32,T4GSL_PRI,2054,27.791145
BAU,32,T4GSL_PRI,2055,28.181785
BAU,32,T4GSL_PUB,2021,2.8633138
BAU,32,T4GSL_PUB,2022,3.0982126
BAU,32,T4GSL_PUB,2023,3.2423468
BAU,32,T4GSL_PUB,2024,3.305241
BAU,32,T4GSL_PUB,2025,3.3690796
BAU,32,T4GSL_PUB,2026,3.4266288
BAU,32,T4GSL_PUB,2027,3.4601083
BAU,32,T4GSL_PUB,2028,3.4955216
BAU,32,T4GSL_PUB,2029,3.5306038
BAU,32,T4GSL_PUB,2030,3.5642545
BAU,32,T4GSL_PUB,2031,3.6022819
BAU,32,T4GSL_PUB,2032,3.6402176
BAU,32,T4GSL_PUB,2033,3.6761431
BAU,32,T4GSL_PUB,2034,3.7115458
BAU,32,T4GSL_PUB,2035,3.7450771
BAU,32,T4GSL_PUB,2036,3.7932917
BAU,32,T4GSL_PUB,2037,3.839596
BAU,32,T4GSL_PUB,2038,3.8843172
BAU,32,T4GSL_PUB,2039,3.9290518
BAU,32,T4GSL_PUB,2040,3.9714134
BAU,32,T4GSL_PUB,2041,4.028847
BAU,32,T4GSL_PUB,2042,4.0848023
BAU,32,T4GSL_PUB,2043,4.1390387
BAU,32,T4GSL_PUB,2044,4.1923209
BAU,32,T4GSL_PUB,2045,4.2443857
BAU,32,T4GSL_PUB,2046,4.3038751
BAU,32,T4GSL_PUB,2047,4.3620833
BAU,32,T4GSL_PUB,2048,4.4187212
BAU,32,T4GSL_PUB,2049,4.4741192
BAU,32,T4GSL_PUB,2050,4.5275355
BAU,32,T4GSL_PUB,2051,4.5922061
BAU,32,T4GSL_PUB,2052,4.6570269
BAU,32,T4GSL_PUB,2053,4.7234604
BAU,32,T4GSL_PUB,2054,4.789293
BAU,32,T4GSL_PUB,2055,4.8569083
BAU,33,T4DSL_HEA,2021,7.5281836
BAU,33,T4DSL_HEA,2022,8.144768
BAU,33,T4DSL_HEA,2023,8.5246451
BAU,33,T4DSL_HEA,2024,8.6888131
BAU,33,T4DSL_HEA,2025,8.8567989
BAU,33,T4DSL_HEA,2026,8.9427007
BAU,33,T4DSL_HEA,2027,8.9754259
BAU,33,T4DSL_HEA,2028,9.0956262
BAU,33,T4DSL_HEA,2029,9.2119425
BAU,33,T4DSL_HEA,2030,9.3258779
BAU,33,T4DSL_HEA,2031,9.4567853
BAU,33,T4DSL_HEA,2032,9.5834535
BAU,33,T4DSL_HEA,2033,9.7068255
BAU,33,T4DSL_HEA,2034,9.8284569
BAU,33,T4DSL_HEA,2035,9.9446413
BAU,33,T4DSL_HEA,2036,10.098889
BAU,33,T4DSL_HEA,2037,10.24867
BAU,33,T4DSL_HEA,2038,10.393349
BAU,33,T4DSL_HEA,2039,10.536414
BAU,33,T4DSL_HEA,2040,10.673354
BAU,33,T4DSL_HEA,2041,11.028878
BAU,33,T4DSL_HEA,2042,11.387658
BAU,33,T4DSL_HEA,2043,11.753541
BAU,33,T4DSL_HEA,2044,12.124133
BAU,33,T4DSL_HEA,2045,12.499794
BAU,33,T4DSL_HEA,2046,12.909624
BAU,33,T4DSL_HEA,2047,13.32473
BAU,33,T4DSL_HEA,2048,13.745326
BAU,33,T4DSL_HEA,2049,14.173252
BAU,33,T4DSL_HEA,2050,14.605282
BAU,33,T4DSL_HEA,2051,14.966493
BAU,33,T4DSL_HEA,2052,15.336933
BAU,33,T4DSL_HEA,2053,15.715543
BAU,33,T4DSL_HEA,2054,16.103576
BAU,33,T4DSL_HEA,2055,16.499196
BAU,33,T4DSL_LIG,2021,0.92409296
BAU,33,T4DSL_LIG,2022,0.999635
BAU,33,T4DSL_LIG,2023,1.0459347
BAU,33,T4DSL_LIG,2024,1.0667182
BAU,33,T4DSL_LIG,2025,1.0871463
BAU,33,T4DSL_LIG,2026,1.1195637
BAU,33,T4DSL_LIG,2027,1.1665986
BAU,33,T4DSL_LIG,2028,1.205969
BAU,33,T4DSL_LIG,2029,1.2458403
BAU,33,T4DSL_LIG,2030,1.2863331
BAU,33,T4DSL_LIG,2031,1.3303649
BAU,33,T4DSL_LIG,2032,1.3752279
BAU,33,T4DSL_LIG,2033,1.4209659
BAU,33,T4DSL_LIG,2034,1.4672575
BAU,33,T4DSL_LIG,2035,1.5142339
BAU,33,T4DSL_LIG,2036,1.5683107
BAU,33,T4DSL_LIG,2037,1.6234717
BAU,33,T4DSL_LIG,2038,1.6799379
BAU,33,T4DSL_LIG,2039,1.7365564
BAU,33,T4DSL_LIG,2040,1.7949387
BAU,33,T4DSL_LIG,2041,1.829917
BAU,33,T4DSL_LIG,2042,1.8639071
BAU,33,T4DSL_LIG,2043,1.8981675
BAU,33,T4DSL_LIG,2044,1.9314557
BAU,33,T4DSL_LIG,2045,1.9646305
BAU,33,T4DSL_LIG,2046,2.0015185
BAU,33,T4DSL_LIG,2047,2.0379591
BAU,33,T4DSL_LIG,2048,2.0741449
BAU,33,T4DSL_LIG,2049,2.109191
BAU,33,T4DSL_LIG,2050,2.1440201
BAU,33,T4DSL_LIG,2051,2.1971537
BAU,33,T4DSL_LIG,2052,2.2514866
BAU,33,T4DSL_LIG,2053,2.306761
BAU,33,T4DSL_LIG,2054,2.3639521
BAU,33,T4DSL_LIG,2055,2.4220904
BAU,33,T4DSL_PRI,2021,0.41189148
BAU,33,T4DSL_PRI,2022,0.44540496
BAU,33,T4DSL_PRI,2023,0.46594548
BAU,33,T4DSL_PRI,2024,0.47531484
BAU,33,T4DSL_PRI,2025,0.48432384
BAU,33,T4DSL_PRI,2026,0.52576524
BAU,33,T4DSL_PRI,2027,0.57264014
BAU,33,T4DSL_PRI,2028,0.61970208
BAU,33,T4DSL_PRI,2029,0.66696232
BAU,33,T4DSL_PRI,2030,0.72213978
BAU,33,T4DSL_PRI,2031,0.77943952
BAU,33,T4DSL_PRI,2032,0.84225667
BAU,33,T4DSL_PRI,2033,0.90691623
BAU,33,T4DSL_PRI,2034,0.97457521
BAU,33,T4DSL_PRI,2035,1.0453024
BAU,33,T4DSL_PRI,2036,1.1463062
BAU,33,T4DSL_PRI,2037,1.2538457
BAU,33,T4DSL_PRI,2038,1.339307
BAU,33,T4DSL_PRI,2039,1.427254
BAU,33,T4DSL_PRI,2040,1.5189307
BAU,33,T4DSL_PRI,2041,1.5574462
BAU,33,T4DSL_PRI,2042,1.5959094
BAU,33,T4DSL_PRI,2043,1.6347131
BAU,33,T4DSL_PRI,2044,1.6734554
BAU,33,T4DSL_PRI,2045,1.7125758
BAU,33,T4DSL_PRI,2046,1.7593056
BAU,33,T4DSL_PRI,2047,1.814628
BAU,33,T4DSL_PRI,2048,1.870461
BAU,33,T4DSL_PRI,2049,1.9276312
BAU,33,T4DSL_PRI,2050,1.9853212
BAU,33,T4DSL_PRI,2051,2.0410724
BAU,33,T4DSL_PRI,2052,2.0993692
BAU,33,T4DSL_PRI,2053,2.1581811
BAU,33,T4DSL_PRI,2054,2.2192074
BAU,33,T4DSL_PRI,2055,2.2816216
BAU,33,T4DSL_PUB,2021,0.46112729
BAU,33,T4DSL_PUB,2022,0.49866753
BAU,33,T4DSL_PUB,2023,0.52223002
BAU,33,T4DSL_PUB,2024,0.5318943
BAU,33,T4DSL_PUB,2025,0.54257904
BAU,33,T4DSL_PUB,2026,0.55167296
BAU,33,T4DSL_PUB,2027,0.56949615
BAU,33,T4DSL_PUB,2028,0.58455889
BAU,33,T4DSL_PUB,2029,0.59824487
BAU,33,T4DSL_PUB,2030,0.61316261
BAU,33,T4DSL_PUB,2031,0.62911235
BAU,33,T4DSL_PUB,2032,0.64434195
BAU,33,T4DSL_PUB,2033,0.66159602
BAU,33,T4DSL_PUB,2034,0.67656984
BAU,33,T4DSL_PUB,2035,0.69259824
BAU,33,T4DSL_PUB,2036,0.71162523
BAU,33,T4DSL_PUB,2037,0.73155369
BAU,33,T4DSL_PUB,2038,0.75053154
BAU,33,T4DSL_PUB,2039,0.77023159
BAU,33,T4DSL_PUB,2040,0.78944369
BAU,33,T4DSL_PUB,2041,0.80872378
BAU,33,T4DSL_PUB,2042,0.82854911
BAU,33,T4DSL_PUB,2043,0.84872656
BAU,33,T4DSL_PUB,2044,0.86890652
BAU,33,T4DSL_PUB,2045,0.8880626
BAU,33,T4DSL_PUB,2046,0.91244175
BAU,33,T4DSL_PUB,2047,0.94003109
BAU,33,T4DSL_PUB,2048,0.96931545
BAU,33,T4DSL_PUB,2049,0.99896355
BAU,33,T4DSL_PUB,2050,1.0279612
BAU,33,T4DSL_PUB,2051,1.058972
BAU,33,T4DSL_PUB,2052,1.0871204
BAU,33,T4DSL_PUB,2053,1.1185759
BAU,33,T4DSL_PUB,2054,1.1494663
BAU,33,T4DSL_PUB,2055,1.1822226
BAU,33,T4ELE_PRI,2026,0.005796
BAU,33,T4ELE_PRI,2027,0.01171219
BAU,33,T4ELE_PRI,2028,0.01792866
BAU,33,T4ELE_PRI,2029,0.02430171
BAU,33,T4ELE_PRI,2030,0.03098494
BAU,33,T4ELE_PRI,2031,0.03957062
BAU,33,T4ELE_PRI,2032,0.04854655
BAU,33,T4ELE_PRI,2033,0.05766976
BAU,33,T4ELE_PRI,2034,0.0671714
BAU,33,T4ELE_PRI,2035,0.07706834
BAU,33,T4ELE_PRI,2036,0.08760353
BAU,33,T4ELE_PRI,2037,0.09857845
BAU,33,T4ELE_PRI,2038,0.10980432
BAU,33,T4ELE_PRI,2039,0.12158366
BAU,33,T4ELE_PRI,2040,0.13372016
BAU,33,T4ELE_PRI,2041,0.14666391
BAU,33,T4ELE_PRI,2042,0.1602462
BAU,33,T4ELE_PRI,2043,0.17421687
BAU,33,T4ELE_PRI,2044,0.18867855
BAU,33,T4ELE_PRI,2045,0.2035971
BAU,33,T4ELE_PRI,2046,0.21931114
BAU,33,T4ELE_PRI,2047,0.23567355
BAU,33,T4ELE_PRI,2048,0.25262653
BAU,33,T4ELE_PRI,2049,0.2700903
BAU,33,T4ELE_PRI,2050,0.28801138
BAU,33,T4ELE_PRI,2051,0.29444888
BAU,33,T4ELE_PRI,2052,0.30097095
BAU,33,T4ELE_PRI,2053,0.30775243
BAU,33,T4ELE_PRI,2054,0.31456872
BAU,33,T4ELE_PRI,2055,0.32149771
BAU,33,T4ELE_PUB,2026,0.0024516
BAU,33,T4ELE_PUB,2027,0.00440089
BAU,33,T4ELE_PUB,2028,0.00688861
BAU,33,T4ELE_PUB,2029,0.00980889
BAU,33,T4ELE_PUB,2030,0.01241135
BAU,33,T4ELE_PUB,2031,0.01578684
BAU,33,T4ELE_PUB,2032,0.01924017
BAU,33,T4ELE_PUB,2033,0.0226888
BAU,33,T4ELE_PUB,2034,0.02664782
BAU,33,T4ELE_PUB,2035,0.03128778
BAU,33,T4ELE_PUB,2036,0.03492406
BAU,33,T4ELE_PUB,2037,0.03917761
BAU,33,T4ELE_PUB,2038,0.04393609
BAU,33,T4ELE_PUB,2039,0.04826198
BAU,33,T4ELE_PUB,2040,0.05323521
BAU,33,T4ELE_PUB,2041,0.05871521
BAU,33,T4ELE_PUB,2042,0.0638821
BAU,33,T4ELE_PUB,2043,0.06961399
BAU,33,T4ELE_PUB,2044,0.07493038
BAU,33,T4ELE_PUB,2045,0.08120392
BAU,33,T4ELE_PUB,2046,0.08670761
BAU,33,T4ELE_PUB,2047,0.09316741
BAU,33,T4ELE_PUB,2048,0.10046586
BAU,33,T4ELE_PUB,2049,0.10671714
BAU,33,T4ELE_PUB,2050,0.11393042
BAU,33,T4ELE_PUB,2051,0.11696972
BAU,33,T4ELE_PUB,2052,0.11946262
BAU,33,T4ELE_PUB,2053,0.12150884
BAU,33,T4ELE_PUB,2054,0.12460862
BAU,33,T4ELE_PUB,2055,0.1275766
BAU,33,T4FOI_HEA,2021,0.0144
BAU,33,T4FOI_HEA,2022,0.0156
BAU,33,T4FOI_HEA,2023,0.016303584
BAU,33,T4FOI_HEA,2024,0.01652509
BAU,33,T4FOI_HEA,2025,0.0169
BAU,33,T4FOI_HEA,2026,0.030513978
BAU,33,T4FOI_HEA,2027,0.058722581
BAU,33,T4FOI_HEA,2028,0.0733
BAU,33,T4FOI_HEA,2029,0.088335125
BAU,33,T4FOI_HEA,2030,0.10383907
BAU,33,T4FOI_HEA,2031,0.1199
BAU,33,T4FOI_HEA,2032,0.13651613
BAU,33,T4FOI_HEA,2033,0.15367993
BAU,33,T4FOI_HEA,2034,0.1712
BAU,33,T4FOI_HEA,2035,0.18937599
BAU,33,T4FOI_HEA,2036,0.20860323
BAU,33,T4FOI_HEA,2037,0.2285
BAU,33,T4FOI_HEA,2038,0.24915448
BAU,33,T4FOI_HEA,2039,0.2701
BAU,33,T4FOI_HEA,2040,0.2919
BAU,33,T4FOI_HEA,2041,0.2888
BAU,33,T4FOI_HEA,2042,0.28544875
BAU,33,T4FOI_HEA,2043,0.2815
BAU,33,T4FOI_HEA,2044,0.2772
BAU,33,T4FOI_HEA,2045,0.272519
BAU,33,T4FOI_HEA,2046,0.268
BAU,33,T4FOI_HEA,2047,0.2631
BAU,33,T4FOI_HEA,2048,0.25780108
BAU,33,T4FOI_HEA,2049,0.2519
BAU,33,T4FOI_HEA,2050,0.2457
BAU,33,T4FOI_HEA,2051,0.25043799
BAU,33,T4FOI_HEA,2052,0.2552
BAU,33,T4FOI_HEA,2053,0.2601
BAU,33,T4FOI_HEA,2054,0.265
BAU,33,T4FOI_HEA,2055,0.27016738
BAU,33,T4GSL_LIG,2021,0.87163296
BAU,33,T4GSL_LIG,2022,0.94326176
BAU,33,T4GSL_LIG,2023,0.98758208
BAU,33,T4GSL_LIG,2024,1.005937
BAU,33,T4GSL_LIG,2025,1.0256349
BAU,33,T4GSL_LIG,2026,1.0314547
BAU,33,T4GSL_LIG,2027,1.0308355
BAU,33,T4GSL_LIG,2028,1.0396462
BAU,33,T4GSL_LIG,2029,1.0480292
BAU,33,T4GSL_LIG,2030,1.0564351
BAU,33,T4GSL_LIG,2031,1.0657879
BAU,33,T4GSL_LIG,2032,1.0747101
BAU,33,T4GSL_LIG,2033,1.0831932
BAU,33,T4GSL_LIG,2034,1.0907581
BAU,33,T4GSL_LIG,2035,1.0983344
BAU,33,T4GSL_LIG,2036,1.1092561
BAU,33,T4GSL_LIG,2037,1.119271
BAU,33,T4GSL_LIG,2038,1.128362
BAU,33,T4GSL_LIG,2039,1.1374816
BAU,33,T4GSL_LIG,2040,1.1451431
BAU,33,T4GSL_LIG,2041,1.1930662
BAU,33,T4GSL_LIG,2042,1.2424567
BAU,33,T4GSL_LIG,2043,1.2923392
BAU,33,T4GSL_LIG,2044,1.3437118
BAU,33,T4GSL_LIG,2045,1.3960898
BAU,33,T4GSL_LIG,2046,1.452511
BAU,33,T4GSL_LIG,2047,1.5104967
BAU,33,T4GSL_LIG,2048,1.5690431
BAU,33,T4GSL_LIG,2049,1.6296903
BAU,33,T4GSL_LIG,2050,1.6914316
BAU,33,T4GSL_LIG,2051,1.7335086
BAU,33,T4GSL_LIG,2052,1.7759461
BAU,33,T4GSL_LIG,2053,1.8203185
BAU,33,T4GSL_LIG,2054,1.8650685
BAU,33,T4GSL_LIG,2055,1.9112572
BAU,33,T4GSL_PRI,2021,17.131592
BAU,33,T4GSL_PRI,2022,18.534601
BAU,33,T4GSL_PRI,2023,19.399787
BAU,33,T4GSL_PRI,2024,19.771476
BAU,33,T4GSL_PRI,2025,20.154526
BAU,33,T4GSL_PRI,2026,20.466993
BAU,33,T4GSL_PRI,2027,20.943441
BAU,33,T4GSL_PRI,2028,21.422896
BAU,33,T4GSL_PRI,2029,21.907715
BAU,33,T4GSL_PRI,2030,22.387878
BAU,33,T4GSL_PRI,2031,22.90581
BAU,33,T4GSL_PRI,2032,23.421096
BAU,33,T4GSL_PRI,2033,23.93993
BAU,33,T4GSL_PRI,2034,24.459611
BAU,33,T4GSL_PRI,2035,24.980285
BAU,33,T4GSL_PRI,2036,25.577231
BAU,33,T4GSL_PRI,2037,26.173235
BAU,33,T4GSL_PRI,2038,26.797104
BAU,33,T4GSL_PRI,2039,27.42321
BAU,33,T4GSL_PRI,2040,28.050024
BAU,33,T4GSL_PRI,2041,28.842993
BAU,33,T4GSL_PRI,2042,29.639848
BAU,33,T4GSL_PRI,2043,30.443896
BAU,33,T4GSL_PRI,2044,31.253533
BAU,33,T4GSL_PRI,2045,32.067555
BAU,33,T4GSL_PRI,2046,32.9611
BAU,33,T4GSL_PRI,2047,33.862245
BAU,33,T4GSL_PRI,2048,34.768892
BAU,33,T4GSL_PRI,2049,35.681182
BAU,33,T4GSL_PRI,2050,36.601247
BAU,33,T4GSL_PRI,2051,37.636759
BAU,33,T4GSL_PRI,2052,38.701641
BAU,33,T4GSL_PRI,2053,39.793215
BAU,33,T4GSL_PRI,2054,40.917041
BAU,33,T4GSL_PRI,2055,42.06949
BAU,33,T4GSL_PUB,2021,2.8633138
BAU,33,T4GSL_PUB,2022,3.0982126
BAU,33,T4GSL_PUB,2023,3.2423468
BAU,33,T4GSL_PUB,2024,3.305241
BAU,33,T4GSL_PUB,2025,3.3690796
BAU,33,T4GSL_PUB,2026,3.4266288
BAU,33,T4GSL_PUB,2027,3.5087668
BAU,33,T4GSL_PUB,2028,3.5938877
BAU,33,T4GSL_PUB,2029,3.6810518
BAU,33,T4GSL_PUB,2030,3.7679916
BAU,33,T4GSL_PUB,2031,3.8617439
BAU,33,T4GSL_PUB,2032,3.9558968
BAU,33,T4GSL_PUB,2033,4.0504904
BAU,33,T4GSL_PUB,2034,4.1466846
BAU,33,T4GSL_PUB,2035,4.2423166
BAU,33,T4GSL_PUB,2036,4.3568316
BAU,33,T4GSL_PUB,2037,4.4716087
BAU,33,T4GSL_PUB,2038,4.586348
BAU,33,T4GSL_PUB,2039,4.7035187
BAU,33,T4GSL_PUB,2040,4.8203475
BAU,33,T4GSL_PUB,2041,4.9578722
BAU,33,T4GSL_PUB,2042,5.0965253
BAU,33,T4GSL_PUB,2043,5.2359752
BAU,33,T4GSL_PUB,2044,5.3766419
BAU,33,T4GSL_PUB,2045,5.5190579
BAU,33,T4GSL_PUB,2046,5.6737805
BAU,33,T4GSL_PUB,2047,5.8307183
BAU,33,T4GSL_PUB,2048,5.988539
BAU,33,T4GSL_PUB,2049,6.1472456
BAU,33,T4GSL_PUB,2050,6.3081586
BAU,33,T4GSL_PUB,2051,6.4868377
BAU,33,T4GSL_PUB,2052,6.670121
BAU,33,T4GSL_PUB,2053,6.8582857
BAU,33,T4GSL_PUB,2054,7.0514876
BAU,33,T4GSL_PUB,2055,7.2507831
BAU,34,T4DSL_HEA,2021,7.5281836
BAU,34,T4DSL_HEA,2022,8.144768
BAU,34,T4DSL_HEA,2023,8.5246451
BAU,34,T4DSL_HEA,2024,8.6888131
